#Aperture(m), Duration(hours), a, b
0.3, 15.6, 0.00024943739134043014, 0.4580495085547808
0.3, 15.7, 0.0002486574860557982, 0.45806177374521484
0.3, 15.8, 0.0002479369870827261, 0.4580609352122527
0.3, 15.9, 0.0002472055273911541, 0.45806439005902805
0.3, 16.0, 0.000245955325811775, 0.45802261845244996
0.3, 16.1, 0.0002452127193109741, 0.4580333937022035
0.3, 16.2, 0.0002445222089084377, 0.4580326014061967
0.3, 16.3, 0.00024382368421824985, 0.4580353127786296
0.3, 16.4, 0.00024313821912726465, 0.45803619252351013
0.3, 16.5, 0.00024242430778662608, 0.45804574646621343
0.3, 16.6, 0.00024174389492244062, 0.45804825478103633
0.3, 16.7, 0.00024106507068268572, 0.45805178144257397
0.3, 16.8, 0.00024039550215599747, 0.4580543540793012
0.3, 16.9, 0.00023971033079588785, 0.4580623346451099
0.3, 17.0, 0.00023904727081457106, 0.4580660305857491
0.3, 17.1, 0.00023792523553506551, 0.4580245958162662
0.3, 17.2, 0.00023727429223598153, 0.4580291001029525
0.3, 17.3, 0.00023661558511365577, 0.4580369601329148
0.3, 17.4, 0.0002359919657124385, 0.4580369964416876
0.3, 17.5, 0.00023537211649156186, 0.4580373325097419
0.3, 17.6, 0.00023473766235793862, 0.4580427744652124
0.3, 17.7, 0.00023412576261794366, 0.4580435666815713
0.3, 17.8, 0.00023348952682145544, 0.45805202120322724
0.3, 17.9, 0.0002328734429968777, 0.4580564261512577
0.3, 18.0, 0.0002322763016186666, 0.45805704772440714
0.3, 18.1, 0.00023167448947696928, 0.4580601180797773
0.3, 18.2, 0.00023062469016792945, 0.45802870903983145
0.3, 18.3, 0.00023003170541899623, 0.45803292073982554
0.3, 18.4, 0.0002294680100629042, 0.4580304456154222
0.3, 18.5, 0.0002288840876952627, 0.4580345504411583
0.3, 18.6, 0.0002282987114958171, 0.4580402004953668
0.3, 18.7, 0.0002277264787436377, 0.4580434495541807
0.3, 18.8, 0.00022716167593863924, 0.45804581619610246
0.3, 18.9, 0.00022659592994755945, 0.4580495510084453
0.3, 19.0, 0.00022602274890804144, 0.45805641550396087
0.3, 19.1, 0.00022547183049401287, 0.4580583191418531
0.3, 19.2, 0.0002249179681164727, 0.4580621087491858
0.3, 19.3, 0.00022398305305449046, 0.45802530007521525
0.3, 19.4, 0.0002234164516693948, 0.4580357039924237
0.3, 19.5, 0.0002229023957932196, 0.45803266412435595
0.3, 19.6, 0.0002223707797774483, 0.4580354959549123
0.3, 19.7, 0.00022184380798740715, 0.4580380679373213
0.3, 19.8, 0.00022130072624950228, 0.4580461317371508
0.3, 19.9, 0.00022078977417927436, 0.4580462636117637
0.3, 20.0, 0.0002202692615911914, 0.45805005408803606
0.35, 0.3, 0.00160953389710124, 0.45804516516978355
0.35, 0.4, 0.001395052902574204, 0.45799406485595945
0.35, 0.5, 0.0012467575321675468, 0.4580441507915889
0.35, 0.6, 0.0010792180600070508, 0.456568107737575
0.35, 0.7, 0.001008627776149803, 0.4566226944350397
0.35, 0.8, 0.0009461906076981756, 0.45693148184086946
0.35, 0.9, 0.0008959874158365099, 0.45704492447100753
0.35, 1.0, 0.0008545845939634171, 0.4570238794163694
0.35, 1.1, 0.0008157976273322596, 0.4572052434989739
0.35, 1.2, 0.000783439897160142, 0.45723308105130217
0.35, 1.3, 0.0007547274624073701, 0.4572507172440875
0.35, 1.4, 0.000728697626302557, 0.45728785870832483
0.35, 1.5, 0.0007040371770523093, 0.4574208459877778
0.35, 1.6, 0.0006833575876601795, 0.4573901562940344
0.35, 1.7, 0.0006514493040932273, 0.45690930612748004
0.35, 1.8, 0.000634169194208041, 0.45698559401283034
0.35, 1.9, 0.0006183628242819188, 0.4570377548692983
0.35, 2.0, 0.0006037994285020475, 0.4570731431816492
0.35, 2.1, 0.000590106416130309, 0.45711710525382276
0.35, 2.2, 0.00057723416920086, 0.4571649308181153
0.35, 2.3, 0.0005653885082657063, 0.457184939879622
0.35, 2.4, 0.0005538858466384683, 0.45724314249162573
0.35, 2.5, 0.0005433795415463114, 0.4572604562597219
0.35, 2.6, 0.0005333162542043493, 0.4572919029074323
0.35, 2.7, 0.0005237790058216684, 0.45732267045609565
0.35, 2.8, 0.0005089800013893043, 0.4570336613835733
0.35, 2.9, 0.0005009926559798059, 0.45703021158488827
0.35, 3.0, 0.0004928246716514992, 0.457095043797222
0.35, 3.1, 0.0004853365597967877, 0.457118775625705
0.35, 3.2, 0.0004783845017296192, 0.4571147611760714
0.35, 3.3, 0.00047124009324136303, 0.45717400806113506
0.35, 3.4, 0.0004647053770080457, 0.45719034874471914
0.35, 3.5, 0.0004584728751717658, 0.4572007851319654
0.35, 3.6, 0.0004524833410452736, 0.4572108153118699
0.35, 3.7, 0.0004463698898285115, 0.457268995374534
0.35, 3.8, 0.0004409765093819249, 0.45725732179875683
0.35, 3.9, 0.0004320146812627507, 0.4570548508515075
0.35, 4.0, 0.00042690434889105556, 0.45707980590827835
0.35, 4.1, 0.00042201740761325094, 0.45709690391759555
0.35, 4.2, 0.00041725250389609315, 0.45711946435349504
0.35, 4.3, 0.00041263389657147687, 0.4571427431968633
0.35, 4.4, 0.0004081814972476142, 0.45716262290424703
0.35, 4.5, 0.0004038323074904178, 0.45718745467735067
0.35, 4.6, 0.00039958937705958136, 0.4572158659877822
0.35, 4.7, 0.00039557993298943117, 0.4572271817659278
0.35, 4.8, 0.000391653755530942, 0.4572435764295226
0.35, 4.9, 0.00038784364407904516, 0.45725908882264205
0.35, 5.0, 0.0003817581579514766, 0.4570921787121349
0.35, 5.1, 0.0003783303217633256, 0.45709285295828744
0.35, 5.2, 0.00037476802386781727, 0.4571304850542762
0.35, 5.3, 0.00037142029921425506, 0.4571475825263606
0.35, 5.4, 0.0003682746961978239, 0.4571450240840678
0.35, 5.5, 0.0003649817422976657, 0.4571806512775699
0.35, 5.6, 0.0003619179285295172, 0.4571908532567345
0.35, 5.7, 0.00035897040093549543, 0.4571937987604776
0.35, 5.8, 0.00035605574878892364, 0.4572032107040644
0.35, 5.9, 0.0003531077995257833, 0.4572303031305049
0.35, 6.0, 0.0003503694646207609, 0.45723237008512113
0.35, 6.1, 0.0003458714204768072, 0.45709470532030494
0.35, 6.2, 0.0003431823621000316, 0.4571192146193214
0.35, 6.3, 0.0003406445451059771, 0.45712681366511243
0.35, 6.4, 0.0003381203055414228, 0.45714183251837975
0.35, 6.5, 0.0003356526236037109, 0.4571561756616489
0.35, 6.6, 0.0003332289717860246, 0.4571718369263939
0.35, 6.7, 0.0003309078770863451, 0.45717759129277863
0.35, 6.8, 0.0003285476614443177, 0.4571994949111495
0.35, 6.9, 0.0003263010738593327, 0.45720875156893076
0.35, 7.0, 0.00032411709686395, 0.45721449615131365
0.35, 7.1, 0.00032191842983020314, 0.4572311753232087
0.35, 7.2, 0.0003184360983926581, 0.45711119782773035
0.35, 7.3, 0.0003164137023392483, 0.4571162726119926
0.35, 7.4, 0.00031433969573698735, 0.4571387632906822
0.35, 7.5, 0.0003123486355606306, 0.4571522907319962
0.35, 7.6, 0.00031047942986485867, 0.45714871565379656
0.35, 7.7, 0.00030849093448544977, 0.4571756477451617
0.35, 7.8, 0.00030663592576089436, 0.45718269403688333
0.35, 7.9, 0.00030485416075585445, 0.45718146106497976
0.35, 8.0, 0.00030305020730816924, 0.4571910007383925
0.35, 8.1, 0.00030121668864298474, 0.4572128278261711
0.35, 8.2, 0.00029951985757964016, 0.45721281030687866
0.35, 8.3, 0.0002966833127420338, 0.4571143467187402
0.35, 8.4, 0.00029499195028751186, 0.45712992071542446
0.35, 8.5, 0.0002933647631498161, 0.4571376904356529
0.35, 8.6, 0.00029174915178495326, 0.45714847471258396
0.35, 8.7, 0.0002901662962940284, 0.4571576617565271
0.35, 8.8, 0.0002885954136454958, 0.45716956009677057
0.35, 8.9, 0.0002870739530763372, 0.4571760126828834
0.35, 9.0, 0.00028555749058424486, 0.45718638087591124
0.35, 9.1, 0.00028406609309745116, 0.45719627237639704
0.35, 9.2, 0.000282623333996853, 0.4572003952473636
0.35, 9.3, 0.0002811707710175176, 0.45721134207820746
0.35, 9.4, 0.00027881886126675243, 0.4571247091198468
0.35, 9.5, 0.00027746784368043383, 0.45712634929487356
0.35, 9.6, 0.0002760595391048617, 0.4571450655935578
0.35, 9.7, 0.00027471479451758764, 0.4571539365918254
0.35, 9.8, 0.0002734344598296456, 0.4571525125763181
0.35, 9.9, 0.000272096428665223, 0.457168174413233
0.35, 10.0, 0.000270797407597852, 0.4571791113689736
0.35, 10.1, 0.00026957713162743374, 0.4571760561873954
0.35, 10.2, 0.0002682711070129134, 0.45719648722504314
0.35, 10.3, 0.0002670456419447457, 0.45720229971090404
0.35, 10.4, 0.000265858091696798, 0.4572030831419748
0.35, 10.5, 0.0002638657315058411, 0.4571259797164771
0.35, 10.6, 0.00026267974705742887, 0.45713681006185203
0.35, 10.7, 0.0002615225265441434, 0.4571444250630861
0.35, 10.8, 0.00026040086530118616, 0.4571470700024749
0.35, 10.9, 0.00025924938622763063, 0.4571601593063206
0.35, 11.0, 0.0002581491127470357, 0.4571644193152703
0.35, 11.1, 0.0002570395174332854, 0.4571741776168345
0.35, 11.2, 0.0002559639493154394, 0.4571789805017709
0.35, 11.3, 0.00025488370135062414, 0.457188088015202
0.35, 11.4, 0.00025384019120189223, 0.4571914144650347
0.35, 11.5, 0.0002527767693959886, 0.4572026360950196
0.35, 11.6, 0.00025106780849046425, 0.4571315101701069
0.35, 11.7, 0.0002500764941342399, 0.45713365930863475
0.35, 11.8, 0.00024904907933966173, 0.45714757033626985
0.35, 11.9, 0.00024806744450057267, 0.45715302235227534
0.35, 12.0, 0.00024710828734004483, 0.4571556638015968
0.35, 12.1, 0.0002461169946836625, 0.45716905222148974
0.35, 12.2, 0.0002451559615386123, 0.4571776194700336
0.35, 12.3, 0.0002442527249031631, 0.45717429027464757
0.35, 12.4, 0.00024328026456614003, 0.45719103958275026
0.35, 12.5, 0.00024237153116330566, 0.4571942684137714
0.35, 12.6, 0.0002414768231480019, 0.4571964586284174
0.35, 12.7, 0.0002399875284994557, 0.45713106925989977
0.35, 12.8, 0.00023909713930713315, 0.457139255613092
0.35, 12.9, 0.00023822246512385912, 0.45714580974693747
0.35, 13.0, 0.00023736510263737753, 0.4571502494343416
0.35, 13.1, 0.00023649801422354552, 0.45715954895062033
0.35, 13.2, 0.00023565255631426696, 0.4571655366905165
0.35, 13.3, 0.00023482189980770469, 0.45716991441244526
0.35, 13.4, 0.0002339893348662911, 0.4571770256244951
0.35, 13.5, 0.00023315325408191886, 0.4571872997271116
0.35, 13.6, 0.00023234854248859688, 0.4571914702265454
0.35, 13.7, 0.00023153446175220305, 0.4572002733547546
0.35, 13.8, 0.00023021930263710988, 0.45714041070675643
0.35, 13.9, 0.000229461877665887, 0.4571401226981105
0.35, 14.0, 0.00022866125270845007, 0.4571534626065395
0.35, 14.1, 0.0002278985701023053, 0.45715862830244913
0.35, 14.2, 0.00022716007037881181, 0.45715922538397435
0.35, 14.3, 0.0002263829427668933, 0.4571722564148405
0.35, 14.4, 0.00022563989898635, 0.45717797938629423
0.35, 14.5, 0.00022492979548652264, 0.4571765987700334
0.35, 14.6, 0.00022417379599091607, 0.4571896675854438
0.35, 14.7, 0.0002234572400154359, 0.4571937891007235
0.35, 14.8, 0.0002227649811238149, 0.45719303068614836
0.35, 14.9, 0.00022158527826665733, 0.457139782318285
0.35, 15.0, 0.00022088823117840165, 0.45714548760831536
0.35, 15.1, 0.0002201934543772127, 0.4571523260798106
0.35, 15.2, 0.0002195203442588892, 0.45715482236178456
0.35, 15.3, 0.0002188373655757424, 0.45716179065511736
0.35, 15.4, 0.00021816605669797333, 0.45716717735943246
0.35, 15.5, 0.000217502135111326, 0.45717214282738877
0.35, 15.6, 0.0002168378132371995, 0.4571788711242692
0.35, 15.7, 0.00021619163165249086, 0.4571820769187993
0.35, 15.8, 0.00021554229959367055, 0.45718778817705974
0.35, 15.9, 0.00021489739336486789, 0.45719382579309176
0.35, 16.0, 0.00021383675947506174, 0.4571445076231264
0.35, 16.1, 0.00021323465205027778, 0.4571427107983324
0.35, 16.2, 0.00021258770874178385, 0.4571553842030677
0.35, 16.3, 0.00021197886922096786, 0.4571585433937609
0.35, 16.4, 0.00021137865110399997, 0.4571606751068771
0.35, 16.5, 0.0002107579281523753, 0.4571702444996802
0.35, 16.6, 0.00021015541940806672, 0.45717596956689327
0.35, 16.7, 0.00020958388330644245, 0.45717403522537536
0.35, 16.8, 0.0002089753268474235, 0.45718439487703433
0.35, 16.9, 0.00020839151431938975, 0.4571888863692015
0.35, 17.0, 0.00020782594241087733, 0.45718937033032614
0.35, 17.1, 0.00020686590975111153, 0.45714333064065654
0.35, 17.2, 0.0002062990677074578, 0.457148089263963
0.35, 17.3, 0.00020573768961614883, 0.4571525560891408
0.35, 17.4, 0.00020518717174480058, 0.4571550812394783
0.35, 17.5, 0.0002046221453789707, 0.4571632697509801
0.35, 17.6, 0.00020407982160350525, 0.4571659195947843
0.35, 17.7, 0.0002035388050365609, 0.4571694462040688
0.35, 17.8, 0.00020299200881963926, 0.4571759834679329
0.35, 17.9, 0.00020245820984094663, 0.4571798384709823
0.35, 18.0, 0.00020192697130913916, 0.4571841475914913
0.35, 18.1, 0.00020139485489880548, 0.45718995039382354
0.35, 18.2, 0.0002005238912667176, 0.4571457476795684
0.35, 18.3, 0.00020002224705401942, 0.4571456680429402
0.35, 18.4, 0.0001994913208658597, 0.4571557768316803
0.35, 18.5, 0.00019898507336143384, 0.45715945193433427
0.35, 18.6, 0.00019849109183996225, 0.4571604757861119
0.35, 18.7, 0.00019797316372460643, 0.4571700718448457
0.35, 18.8, 0.00019747969732202513, 0.4571732027565553
0.35, 18.9, 0.0001969996509083115, 0.45717325603653364
0.35, 19.0, 0.00019649508816877643, 0.45718207880194567
0.35, 19.1, 0.00019600666026829935, 0.45718696338152043
0.35, 19.2, 0.00019553897605457647, 0.45718640781679765
0.35, 19.3, 0.00019472283479735956, 0.4571506488989569
0.35, 19.4, 0.0001942696033984196, 0.45714857414409227
0.35, 19.5, 0.00019379774594454393, 0.45715344346470305
0.35, 19.6, 0.00019333429345880676, 0.45715667606429283
0.35, 19.7, 0.0001928710171953442, 0.4571608733565527
0.35, 19.8, 0.00019240666181301384, 0.45716644705337733
0.35, 19.9, 0.00019195709598896174, 0.4571682870725773
0.35, 20.0, 0.0001914947191548583, 0.45717524098243306
0.4, 0.3, 0.0014255943936256404, 0.45729276669138585
0.4, 0.4, 0.001238095593596176, 0.45711862151485283
0.4, 0.5, 0.0011063873033230844, 0.45717407253708575
0.4, 0.6, 0.0009627204425049982, 0.45537670740051944
0.4, 0.7, 0.0008969558313738184, 0.4556229181730463
0.4, 0.8, 0.0008428681345077878, 0.45582659919292456
0.4, 0.9, 0.0007983395379445759, 0.45592515928369487
0.4, 1.0, 0.0007595917063975695, 0.4560545825244034
0.4, 1.1, 0.0007257631843004916, 0.45618102205871414
0.4, 1.2, 0.0006957784119533854, 0.45631489989639756
0.4, 1.3, 0.0006689416598266825, 0.45645533087629403
0.4, 1.4, 0.000646440949696488, 0.45643815093490003
0.4, 1.5, 0.0006252273059349776, 0.4565058659075213
0.4, 1.6, 0.0006055025590471566, 0.4566132693018272
0.4, 1.7, 0.0005792519904806002, 0.45591699520310935
0.4, 1.8, 0.0005638650972741172, 0.45599572868419636
0.4, 1.9, 0.0005491328165353463, 0.45612382847073885
0.4, 2.0, 0.000536561871799609, 0.4561176989576565
0.4, 2.1, 0.000524426182461594, 0.4561579187550723
0.4, 2.2, 0.0005125753352604584, 0.45625503791469946
0.4, 2.3, 0.0005021763368830251, 0.45626041399594336
0.4, 2.4, 0.0004922196565409008, 0.4562861053104198
0.4, 2.5, 0.00048243268472303763, 0.45636082962562374
0.4, 2.6, 0.0004737279708957792, 0.4563624222423294
0.4, 2.7, 0.000465365422967235, 0.4563787867912389
0.4, 2.8, 0.0004523553805644833, 0.4560708477409668
0.4, 2.9, 0.0004453174433261728, 0.4560590019877973
0.4, 3.0, 0.00043822524357469106, 0.4561002489085035
0.4, 3.1, 0.00043125387447732507, 0.4561685977972169
0.4, 3.2, 0.00042501549812929817, 0.45617345442219576
0.4, 3.3, 0.00041892841969993415, 0.4561944551218833
0.4, 3.4, 0.0004126681108955459, 0.45627802582134963
0.4, 3.5, 0.0004072530428388395, 0.45627038636283934
0.4, 3.6, 0.00040159111098904556, 0.4563327419729101
0.4, 3.7, 0.00039645588646692947, 0.4563457699286196
0.4, 3.8, 0.0003915858690543154, 0.4563466700358335
0.4, 3.9, 0.000383856321351098, 0.45610744706081047
0.4, 4.0, 0.00037927820377850924, 0.4561385222797328
0.4, 4.1, 0.000375045598840685, 0.45613772222197413
0.4, 4.2, 0.00037062252372598167, 0.4561915571102799
0.4, 4.3, 0.00036649864430941603, 0.4562184710006332
0.4, 4.4, 0.0003627271165870978, 0.45620726548714424
0.4, 4.5, 0.00035872551087369367, 0.45625553864794005
0.4, 4.6, 0.0003549821876317159, 0.456279515904808
0.4, 4.7, 0.0003515584735819918, 0.45626663278628327
0.4, 4.8, 0.0003478785701272862, 0.4563167429343044
0.4, 4.9, 0.0003445274783665504, 0.45632635281656825
0.4, 5.0, 0.00033939906392012754, 0.45610909132037836
0.4, 5.1, 0.0003360819597050689, 0.456159129867798
0.4, 5.2, 0.0003330896477012145, 0.45616491551480753
0.4, 5.3, 0.0003302192128083242, 0.4561624433980186
0.4, 5.4, 0.000327170395639952, 0.45620730935425297
0.4, 5.5, 0.00032437752542308155, 0.4562177793281096
0.4, 5.6, 0.0003215001233020033, 0.45625755340223556
0.4, 5.7, 0.00031885883482110546, 0.4562649194380154
0.4, 5.8, 0.00031622224773584053, 0.45628361638532877
0.4, 5.9, 0.00031366370506123845, 0.4562990038767164
0.4, 6.0, 0.0003111604990041129, 0.4563150756113689
0.4, 6.1, 0.00030732748794025757, 0.4561450026028101
0.4, 6.2, 0.00030493351804899803, 0.4561704311199387
0.4, 6.3, 0.00030266345661032713, 0.4561811097794219
0.4, 6.4, 0.00030042648191123006, 0.4561949340011477
0.4, 6.5, 0.0002982151264040793, 0.45621315493501924
0.4, 6.6, 0.0002960596133448349, 0.45622926879352205
0.4, 6.7, 0.00029399403863278713, 0.456235738085261
0.4, 6.8, 0.0002919021955750604, 0.4562565555575445
0.4, 6.9, 0.0002899145956153626, 0.4562640271846594
0.4, 7.0, 0.00028793514730919437, 0.4562781250085983
0.4, 7.1, 0.0002859566117840152, 0.456300259434921
0.4, 7.2, 0.0002829835109162253, 0.4561541136547157
0.4, 7.3, 0.0002811640203079408, 0.45616405810368843
0.4, 7.4, 0.00027934394788635533, 0.4561815009299628
0.4, 7.5, 0.00027758107028243, 0.4561935874643354
0.4, 7.6, 0.00027583874565058504, 0.4562081444790526
0.4, 7.7, 0.0002741422037370191, 0.4562193177618672
0.4, 7.8, 0.0002724257980196465, 0.4562417308432372
0.4, 7.9, 0.0002707354562523565, 0.4562648908963538
0.4, 8.0, 0.0002691653851516598, 0.4562671266025183
0.4, 8.1, 0.0002676034059668214, 0.45627364895669636
0.4, 8.2, 0.0002659855770986477, 0.45629915560159084
0.4, 8.3, 0.00026361545254579015, 0.45616591514104776
0.4, 8.4, 0.0002621363764043675, 0.4561759095443884
0.4, 8.5, 0.00026062035585012626, 0.4562002190744518
0.4, 8.6, 0.000259217582818102, 0.456203291915431
0.4, 8.7, 0.00025783565044225186, 0.4562066502357639
0.4, 8.8, 0.00025636174243065296, 0.45623728487673004
0.4, 8.9, 0.00025505914512309185, 0.4562319273890729
0.4, 9.0, 0.00025371013130668155, 0.4562427127460767
0.4, 9.1, 0.00025231337182531527, 0.45627008738833447
0.4, 9.2, 0.00025106438497251487, 0.456266247628431
0.4, 9.3, 0.0002497947795754108, 0.45627208804373376
0.4, 9.4, 0.00024772639766558767, 0.45618019474403865
0.4, 9.5, 0.0002465330975070713, 0.4561800733489081
0.4, 9.6, 0.00024532199706495735, 0.45618871166699615
0.4, 9.7, 0.00024408455328875494, 0.4562082697539401
0.4, 9.8, 0.0002429370571753282, 0.4562093677382571
0.4, 9.9, 0.0002417743109361714, 0.45621840905717354
0.4, 10.0, 0.0002405557570487883, 0.4562457857272241
0.4, 10.1, 0.00023946848951079955, 0.45624358226915285
0.4, 10.2, 0.00023830596379822633, 0.45626461392560025
0.4, 10.3, 0.00023720144783260198, 0.45627456734723865
0.4, 10.4, 0.0002361668608567079, 0.4562700731362089
0.4, 10.5, 0.00023442527558168352, 0.456185522766356
0.4, 10.6, 0.00023337680277654265, 0.4561949945766247
0.4, 10.7, 0.00023237197328266026, 0.456196441146506
0.4, 10.8, 0.00023131721147308428, 0.45621455254857946
0.4, 10.9, 0.00023032387933592642, 0.45621974531812487
0.4, 11.0, 0.0002293581330434262, 0.45622085689459585
0.4, 11.1, 0.00022832941877108494, 0.456242160624636
0.4, 11.2, 0.00022737646813754685, 0.4562463051539808
0.4, 11.3, 0.00022645294036102357, 0.4562456070833927
0.4, 11.4, 0.00022547136141789622, 0.45626379703630554
0.4, 11.5, 0.00022453356620977794, 0.4562731680224231
0.4, 11.6, 0.00022310890924743824, 0.45617626744277484
0.4, 11.7, 0.00022217547523731558, 0.4561929546288758
0.4, 11.8, 0.00022127873248815806, 0.45620241311731957
0.4, 11.9, 0.0002204274774818433, 0.4562020242509358
0.4, 12.0, 0.0002195231752935226, 0.45621924057339214
0.4, 12.1, 0.00021865368926630223, 0.45622949970986443
0.4, 12.2, 0.0002178279047004551, 0.45623014994575967
0.4, 12.3, 0.0002169561763932417, 0.45624644754859695
0.4, 12.4, 0.00021612703840073565, 0.4562533294214402
0.4, 12.5, 0.0002153065690406649, 0.45626031532835726
0.4, 12.6, 0.00021448422323414937, 0.4562704181241786
0.4, 12.7, 0.0002132128600530804, 0.4561901599581722
0.4, 12.8, 0.00021241910365010666, 0.4561991291387159
0.4, 12.9, 0.0002116503272128744, 0.4562032674217311
0.4, 13.0, 0.00021087283406290603, 0.4562123167500864
0.4, 13.1, 0.00021009474913865367, 0.45622389395043694
0.4, 13.2, 0.0002093524201114464, 0.4562273071162671
0.4, 13.3, 0.00020861301752690884, 0.4562321170288822
0.4, 13.4, 0.0002078611579364229, 0.4562428491149531
0.4, 13.5, 0.00020712624518139848, 0.4562508025345835
0.4, 13.6, 0.00020640992900747428, 0.4562554036260391
0.4, 13.7, 0.00020569586463995467, 0.4562614672488056
0.4, 13.8, 0.0002045675115712361, 0.45618954837813924
0.4, 13.9, 0.00020386972640669984, 0.45619673908727676
0.4, 14.0, 0.0002031774020227748, 0.45620431730542266
0.4, 14.1, 0.00020250129829782313, 0.4562090020932644
0.4, 14.2, 0.0002018249772151613, 0.45621574032639567
0.4, 14.3, 0.00020115162598322074, 0.4562235313724403
0.4, 14.4, 0.00020047610801571483, 0.4562339521265111
0.4, 14.5, 0.0001997937609847422, 0.4562484177559685
0.4, 14.6, 0.00019916381827055567, 0.45624863960877265
0.4, 14.7, 0.00019851761386897036, 0.45625574066621993
0.4, 14.8, 0.0001978581299646, 0.45626881568810074
0.4, 14.9, 0.0001968857773415067, 0.45619195940151724
0.4, 15.0, 0.00019626051771930766, 0.4561995303001452
0.4, 15.1, 0.00019561045394093116, 0.45621667045969594
0.4, 15.2, 0.00019503054014149713, 0.4562134727441211
0.4, 15.3, 0.00019443166306742313, 0.45621794393796966
0.4, 15.4, 0.0001938100038559602, 0.45623132767217145
0.4, 15.5, 0.00019323225661896403, 0.45623245846311594
0.4, 15.6, 0.0001926463028073787, 0.4562378390829617
0.4, 15.7, 0.00019204818066391523, 0.45624873934005716
0.4, 15.8, 0.00019148610384113265, 0.4562497151990812
0.4, 15.9, 0.0001909251715256079, 0.4562518848432516
0.4, 16.0, 0.00018999036991193045, 0.4562001212486147
0.4, 16.1, 0.00018945523160704823, 0.4561983870893642
0.4, 16.2, 0.00018890319732281358, 0.45620364322183743
0.4, 16.3, 0.0001883328104435572, 0.4562164024808162
0.4, 16.4, 0.00018780458819563442, 0.45621688181172854
0.4, 16.5, 0.0001872593331982434, 0.45622440595009217
0.4, 16.6, 0.0001866970380249059, 0.4562390163751642
0.4, 16.7, 0.00018618449736990112, 0.4562386760242441
0.4, 16.8, 0.00018563802161687259, 0.45625097792753666
0.4, 16.9, 0.00018512664917023626, 0.45625305863332444
0.4, 17.0, 0.00018462297762521037, 0.4562539583596858
0.4, 17.1, 0.00018378841779937444, 0.45620177737193723
0.4, 17.2, 0.00018328479785865244, 0.45620654666324345
0.4, 17.3, 0.0001828008929426218, 0.4562060168535555
0.4, 17.4, 0.00018228086189947418, 0.4562189710121839
0.4, 17.5, 0.0001817864996124969, 0.45622459146469063
0.4, 17.6, 0.0001813159399376432, 0.45622342957462203
0.4, 17.7, 0.0001808127989868615, 0.4562346027477643
0.4, 17.8, 0.00018033053888761333, 0.45623995564105746
0.4, 17.9, 0.0001798723256147103, 0.4562383384293227
0.4, 18.0, 0.00017937605584676945, 0.4562509800332546
0.4, 18.1, 0.0001789079106908189, 0.45625522428132875
0.4, 18.2, 0.00017818023665153195, 0.45619510723103857
0.4, 18.3, 0.00017769775524666026, 0.45620774716006784
0.4, 18.4, 0.00017724889957899912, 0.4562099324094242
0.4, 18.5, 0.00017681035444858963, 0.45620969181095805
0.4, 18.6, 0.0001763374923527045, 0.456222555391725
0.4, 18.7, 0.0001758911651505899, 0.4562273259805699
0.4, 18.8, 0.00017545613349098565, 0.4562292704295591
0.4, 18.9, 0.0001750032402287161, 0.4562385981373662
0.4, 19.0, 0.00017456194621341553, 0.4562449851405717
0.4, 19.1, 0.00017412751858118867, 0.4562500450503174
0.4, 19.2, 0.00017369675961857002, 0.45625490809652597
0.4, 19.3, 0.00017302177327190943, 0.45620135445605325
0.4, 19.4, 0.0001725930212907846, 0.4562085655630536
0.4, 19.5, 0.00017217003878762903, 0.4562147875258076
0.4, 19.6, 0.0001717590442705062, 0.45621775597721237
0.4, 19.7, 0.00017134666520614823, 0.4562222409963113
0.4, 19.8, 0.0001709323736311367, 0.4562284488143923
0.4, 19.9, 0.00017052773355729937, 0.4562321869315484
0.4, 20.0, 0.00017012096059757604, 0.4562376948247208
0.45, 0.3, 0.0012859874049922333, 0.4563832666659083
0.45, 0.4, 0.0011151722085490476, 0.45630173194768453
0.45, 0.5, 0.0009962373071858448, 0.45637585945993875
0.45, 0.6, 0.0008732921353959154, 0.45412424581690103
0.45, 0.7, 0.0008136135464901042, 0.45437220718000965
0.45, 0.8, 0.0007627468865441909, 0.4547214506689971
0.45, 0.9, 0.0007218946203856563, 0.4548675442735977
0.45, 1.0, 0.0006865278518053314, 0.45502649921988425
0.45, 1.1, 0.0006560771579530747, 0.4551412063730304
0.45, 1.2, 0.0006291635984382607, 0.45525628876918406
0.45, 1.3, 0.0006067640186130402, 0.4552070741313193
0.45, 1.4, 0.0005840318709106423, 0.4554341394387007
0.45, 1.5, 0.0005648077321855539, 0.45550817173313224
0.45, 1.6, 0.0005479466714847478, 0.4555080717163681
0.45, 1.7, 0.000523975466261414, 0.4548370003880001
0.45, 1.8, 0.0005100157141498019, 0.4549207014919224
0.45, 1.9, 0.0004977030358412169, 0.4549235423045668
0.45, 2.0, 0.0004851277789459671, 0.4550670394038237
0.45, 2.1, 0.00047406693301811636, 0.4551187701187324
0.45, 2.2, 0.0004640696919001175, 0.45512100095490393
0.45, 2.3, 0.00045388142966026814, 0.45523106216751513
0.45, 2.4, 0.000444646842050804, 0.4552893752285901
0.45, 2.5, 0.00043647232016339447, 0.45527010612906677
0.45, 2.6, 0.00042786485677824944, 0.45537682716928324
0.45, 2.7, 0.000420277269610623, 0.4553982843731925
0.45, 2.8, 0.0004096974279308556, 0.45491437426965176
